evaluation_date,train_start_date,train_end_date,rolling_train_days,prediction_rows,ranking_rmse,ranking_ic,gap_rmse,gap_direction_accuracy,intraday_rmse,intraday_direction_accuracy,top10_average_predicted_return,top10_average_actual_return,top10_hit_rate,portfolio_daily_return,portfolio_cumulative_return,benchmark_return,benchmark_cumulative_return,best_stock,best_stock_return,worst_stock,worst_stock_return,feature_count,train_rows
2026-05-18,2025-09-29,2026-05-14,150,348,0.05605512547090366,0.0003784184727441078,0.0289575531909705,0.33045977011494254,0.04457557085451729,0.5114942528735632,0.01760853358029872,0.04056139174010538,0.2,0.0405613917401053,0.1957975757235464,-0.0220121117666881,0.1530733535750137,036930 주성엔지니어링,0.2995720399429387,004170 신세계,-0.0702402957486136,55,52182
2026-05-19,2025-09-30,2026-05-15,150,348,0.036892756910214236,0.3064637671380021,0.023130854428517953,0.45977011494252873,0.03675701112377697,0.7586206896551724,0.013872260577227891,-0.031394379922419655,0.1,-0.0313943799224196,0.1582562523209729,-0.0226816781472126,0.1269197148890981,011070 LG이노텍,0.043421052631579,000990 DB하이텍,-0.0795787009947337,55,52182
2026-05-20,2025-10-01,2026-05-18,150,348,0.04551003814538596,0.06282391782993824,0.017798892271933552,0.45977011494252873,0.04567702350659691,0.08620689655172414,0.0028276860398327697,-0.02537184940990226,0.0,-0.0253718494099023,0.1288691491090074,-0.0269159929805573,0.0965875517534915,000990 DB하이텍,0.0298792116973936,001450 현대해상,-0.0553410553410553,55,52182
2026-05-21,2025-10-02,2026-05-19,150,348,0.07292510814703214,-0.32753777545938867,0.028949020210719413,0.9568965517241379,0.05589061696619501,0.29310344827586204,0.007446520802951148,0.060003861918500344,0.0,0.0600038619185003,0.1966056576561994,0.0508720239873097,0.1523731799904804,004170 신세계,0.1688574317492417,028670 팬오션,0.0103806228373701,55,52182
2026-05-22,2025-10-10,2026-05-20,150,348,0.04526176833200366,0.16830162703513243,0.02610839005417827,0.8275862068965517,0.03760891081158197,0.6752873563218391,0.035762057104847464,0.05622246074320868,0.1,0.0562224607432087,0.2638817722688764,0.0229020914122013,0.1787649358995915,036930 주성엔지니어링,0.2095032397408207,001440 대한전선,-0.0214285714285714,55,52182
2026-05-26,2025-10-13,2026-05-21,150,348,0.04402773017947779,0.22828484505756777,0.0428595967231344,0.04310344827586207,0.03796370190314129,0.4109195402298851,0.0027960349263774793,0.04134892513909909,0.2,0.0413489251390991,0.3161419250550941,0.0026622914718089,0.1819031517357043,011070 LG이노텍,0.2361111111111111,131290 티에스이,-0.0676229508196721,55,52182
2026-05-27,2025-10-14,2026-05-22,150,348,0.055741939068001456,-0.0334018985269317,0.02467937388552537,0.5,0.06189879047847594,0.6494252873563219,0.010356428623383611,-0.0026929886502354604,0.1,-0.0026929886502354,0.3125975697888217,-0.0213103061904556,0.1567164336847519,402340 SK스퀘어,0.0804403048264184,010120 LS ELECTRIC,-0.0824561403508772,55,52182
2026-05-28,2025-10-15,2026-05-26,150,348,0.03691380093135156,0.18789595204138826,0.017881422384414696,0.5574712643678161,0.03399130716121456,0.8017241379310345,0.00274270427726168,-0.02250942065861917,0.0,-0.0225094206586191,0.2830517589349639,-0.0134463049421464,0.1411628717858346,247540 에코프로비엠,0.0234192037470726,036930 주성엔지니어링,-0.0917030567685589,55,52182
2026-05-29,2025-10-16,2026-05-27,150,348,0.052572082808357505,-0.0005119621683322157,0.026474849966676903,0.20689655172413793,0.05042654854859959,0.23563218390804597,0.02949300798639535,0.07299791679286155,0.3,0.0729979167928615,0.3767118644746332,0.010462360920888,0.153102129619975,066570 LG전자,0.2993348115299334,007390 네이처셀,-0.0588235294117647,55,52182
2026-06-01,2025-10-17,2026-05-28,150,348,0.05557074964748373,0.14949239834372796,0.036346950929078706,0.34195402298850575,0.03748053884669556,0.6293103448275862,0.018850666418437183,0.04117218396168245,0.1,0.0411721839616824,0.4333940986210138,0.002921934223283,0.1564714181954523,066570 LG전자,0.2986348122866893,036930 주성엔지니어링,-0.0725,55,52182
2026-06-02,2025-10-20,2026-05-29,150,348,0.055271920963932034,-0.265487286322818,0.03660709892271975,0.28735632183908044,0.041504635076714175,0.632183908045977,0.02642847799063356,-0.04777514527989799,0.0,-0.047775145279898,0.3649134873160464,-0.0155317440254224,0.1385094001553233,034220 LG디스플레이,0.0563291139240507,018260 삼성에스디에스,-0.1698895027624309,55,52182
2026-06-04,2025-10-21,2026-06-01,150,348,0.061022949321063974,-0.10022818316597555,0.029933305645049858,0.5114942528735632,0.04771479323802701,0.5574712643678161,0.01687027117872658,-0.031712871083391464,0.0,-0.0317128710833914,0.3216281618528103,0.0035557029644876,0.1425576014045526,080220 제주반도체,0.0623762376237624,108490 로보티즈,-0.1518518518518519,55,52182
2026-06-05,2025-10-22,2026-06-02,150,348,0.04193669834517785,0.24126112146971715,0.029667355271704363,0.39080459770114945,0.03868386528828221,0.8189655172413793,-0.014393064723610991,-0.07191481177980238,0.0,-0.0719148117798024,0.2265835213502791,-0.0217738451557191,0.1176797291100801,031980 피에스케이홀딩스,0.0168946098149638,036930 주성엔지니어링,-0.1616766467065868,55,52182
2026-06-08,2025-10-23,2026-06-04,150,348,0.07380377634596022,0.3061553842928697,0.0752532500018453,0.8390804597701149,0.04595576952274745,0.5632183908045977,-0.01512645107258268,-0.09469563329726598,0.0,-0.094695633297266,0.1104314180040237,-0.064263070322547,0.0458541980801938,000810 삼성화재,-0.0359712230215827,310210 보로노이,-0.1360381861575179,55,52182
2026-06-09,2025-10-24,2026-06-05,150,348,0.05489766833177445,0.14960352917124992,0.020627543357322066,0.7385057471264368,0.05647185979213185,0.3160919540229885,0.01985638001657025,0.04794450503835617,0.2,0.0479445050383561,0.1636705027192668,0.035881018817924,0.0833805122423141,089030 테크윙,0.2097264437689969,307950 현대오토에버,-0.0864361702127659,55,52182
2026-06-10,2025-10-27,2026-06-08,150,348,0.04225495771919078,-0.11646446834438938,0.022465976057999448,0.8362068965517241,0.036824109347849465,0.5833333333333334,0.0026613301555633642,-0.04481189698499176,0.0,-0.0448118969849918,0.1115242200269375,-0.0038288017770733,0.0792324630117942,010060 OCI홀딩스,0.029296875,000990 DB하이텍,-0.0974750440399295,55,52182
2026-06-11,2025-10-28,2026-06-09,150,348,0.06336498406402637,-0.010614285734832609,0.02287733933572565,0.8879310344827587,0.0791513430484527,0.13505747126436782,0.0030082982466970265,0.0038962439000154005,0.0,0.0038962439000153,0.1158549894889369,0.014016835266435,0.0943598866600192,007390 네이처셀,0.0454545454545454,323410 카카오뱅크,-0.0545454545454545,55,52182
2026-06-12,2025-10-29,2026-06-10,150,348,0.07320222379952446,-0.02320526278100124,0.03810214985746105,0.9310344827586207,0.05816110636518107,0.5086206896551724,0.019541269621988412,0.0052212982056339,0.0,0.0052212982056339,0.121681201143303,0.0321637427877218,0.1295585965717525,080220 제주반도체,0.056701030927835,290650 엘앤씨바이오,-0.0888625592417061,55,52183
2026-06-16,2025-10-30,2026-06-11,150,348,0.07376434349797677,0.20645686037145258,0.06189015262116276,0.7672413793103449,0.04399004719022483,0.49137931034482757,0.013505976726956229,-0.0012211940954943825,0.1,-0.0012211940954943,0.1203114106834397,0.0470139977883755,0.1826636619328177,009150 삼성전기,0.1948658109684946,031980 피에스케이홀딩스,-0.1910702560735391,55,52183
2026-06-17,2025-10-31,2026-06-12,150,348,0.040315075655657395,0.03813901069813843,0.017532678815387472,0.367816091954023,0.03788744960146981,0.41954022988505746,0.01606102023939033,-0.004102563623534841,0.1,-0.0041025636235348,0.1157152618429389,-0.0115887839738027,0.1689580282410117,080220 제주반도체,0.1017786561264821,012750 에스원,-0.0955882352941176,55,52184
